F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s12 	 s 	 d 
MZ22529638	MZ22512869	34	-1.0000	0.1217	0.0930	0.0037	0.0893	
MZ22523329	MZ22528643	14	-0.0018	0.0022	0.4677	-0.0009	0.4687	
MZ22515839	MZ22517009	4	0.8670	0.5401	0.7491	0.7716	-0.0225	
MZ22501552	MZ22528364	36	0.1089	-0.0624	1.0000	0.0917	0.9083	
MZ22504300	MZ22513649	17	0.2250	0.1589	0.5524	0.2030	0.3494	
MZ22500403	MZ22505165	41	0.4748	0.7591	0.4517	0.6034	-0.1517	
MZ22513758	MZ22503420	1	0.2139	0.3448	0.3148	0.3011	0.0137	
MZ22520655	MZ22506206	70	0.6672	0.7841	1.0000	0.7388	0.2612	
MZ22517928	MZ22502795	126	0.2158	0.2393	0.9809	0.2327	0.7481	
MZ22503858	MZ22514600	30	0.2077	0.9102	0.3287	0.5270	-0.1983	
MZ22529861	MZ22501098	1	-0.5000	0.9339	0.9000	0.7905	0.1095	
MZ22513388	MZ22509703	28	0.9292	0.3636	0.3528	0.6306	-0.2778	
MZ22506003	MZ22515933	48	0.1089	0.3026	1.0000	0.1380	0.8620	
MZ22500062	MZ22528113	36	0.0875	0.1000	0.9722	0.0888	0.8835	
MZ22517497	MZ22505265	52	-0.0677	0.4475	0.5448	0.2620	0.2828	
MZ22501079	MZ22500882	18	0.9182	0.9600	0.9656	0.9386	0.0270	
MZ22529026	MZ22502386	2	0.1940	0.9444	0.7596	0.8693	-0.1097	
MZ22527628	MZ22520476	8	0.3229	0.1415	-0.1182	0.2423	-0.3604	
MZ22500469	MZ22528590	2	0.5976	-0.3333	0.6711	0.5178	0.1533	
MZ22501258	MZ22528604	52	-0.0661	0.2455	0.1033	-0.0439	0.1472	
MZ22503748	MZ22528949	11	0.7217	-0.5000	0.8012	0.5995	0.2017	
MZ22500013	MZ22520312	15	0.0382	0.0849	-0.1300	0.0432	-0.1732	
MZ22515599	MZ22512502	5	0.1944	0.6143	-0.0444	0.3518	-0.3963	
MZ22500301	MZ22500197	1	0.8509	0.7295	0.7409	0.7847	-0.0437	
MZ22516465	MZ22510624	17	0.9571	0.9433	1.0000	0.9500	0.0500	
MZ22512876	MZ22524075	8	0.8507	0.8792	0.8386	0.8621	-0.0235	
MZ22522486	MZ22515021	36	-0.0230	0.4846	0.2250	0.3963	-0.1713	
MZ22528677	MZ22520288	1	0.9407	0.7303	0.6563	0.7513	-0.0950	
MZ22527609	MZ22501987	45	0.0590	0.5761	1.0000	0.5022	0.4978	
MZ22528020	MZ22510816	19	0.6442	0.6375	0.9419	0.6381	0.3038	
MZ22528574	MZ22515530	36	0.0386	0.1643	0.2234	0.1518	0.0716	
MZ22529404	MZ22502225	18	-0.5000	0.6183	0.9545	0.5166	0.4379	
MZ22520090	MZ22524248	15	0.6930	0.9470	0.8640	0.8121	0.0519	
MZ22503707	MZ22503940	13	0.6536	0.9337	0.7875	0.8024	-0.0149	
MZ22517271	MZ22513717	2	0.9078	0.8756	0.9118	0.8917	0.0201	
MZ22508754	MZ22500461	20	0.9263	-0.0150	0.1853	0.4556	-0.2704	
MZ22503303	MZ22524525	48	0.9023	0.9094	1.0000	0.9056	0.0944	
MZ22525290	MZ22517331	12	0.8212	0.3315	0.3315	0.5854	-0.2539	
MZ22530355	MZ22528918	4	0.2242	0.2247	1.0000	0.2245	0.7755	
MZ22504207	MZ22528558	40	0.0622	0.1069	1.0000	0.0663	0.9337	
MZ22524692	MZ22513705	12	-0.5292	-0.1908	-0.3206	-0.3177	-0.0029	
MZ22515021	MZ22525544	69	0.4846	0.3649	0.0645	0.4360	-0.3714	
MZ22514037	MZ22501043	122	0.5356	0.3245	0.4771	0.3948	0.0822	
MZ22500521	MZ22506924	116	0.3373	-0.0462	0.2397	0.2340	0.0057	
MZ22527482	MZ22504988	84	-0.1465	0.6331	0.4189	0.3732	0.0457	
MZ22511079	MZ22525811	1	0.9340	0.8791	0.8842	0.9094	-0.0251	
MZ22518812	MZ22527365	45	-0.1627	0.4464	0.2106	0.0983	0.1123	
MZ22502519	MZ22508867	29	0.2218	0.9121	0.5512	0.5355	0.0156	
MZ22505556	MZ22529779	38	0.1524	-0.1713	0.8728	0.1215	0.7513	
MZ22520117	MZ22513628	18	0.7080	0.9403	0.9118	0.8515	0.0603	
MZ22522610	MZ22500391	2	0.3170	0.3142	0.1399	0.3149	-0.1749	
MZ22526224	MZ22525480	2	0.1900	0.8678	0.4849	0.3934	0.0915	
MZ22512883	MZ22525011	4	0.5056	0.8305	0.7308	0.6930	0.0378	
MZ22523761	MZ22521188	56	0.8265	0.0257	0.2483	0.4261	-0.1777	
MZ22500328	MZ22528485	44	0.5806	-0.7005	1.0000	0.4269	0.5731	
MZ22519933	MZ22529097	1	0.8382	-0.0034	0.5865	0.7260	-0.1395	
MZ22518605	MZ22501764	16	0.0622	-0.1393	-0.0009	-0.0433	0.0425	
MZ22513261	MZ22502304	112	-0.0576	0.0543	0.0116	-0.0169	0.0285	
MZ22506414	MZ22529504	2	0.9000	0.1642	0.7418	0.8331	-0.0913	
MZ22527216	MZ22519095	7	0.0968	0.7761	0.2962	0.5694	-0.2732	
MZ22514886	MZ22527531	1	-0.5000	-0.2000	0.0157	-0.2857	0.3014	
MZ22502785	MZ22515206	69	-0.0412	-0.1021	-0.0789	-0.0586	-0.0203	
MZ22517702	MZ22524713	41	0.6083	0.5481	0.9420	0.5898	0.3522	
MZ22504018	MZ22522445	2	0.9398	0.0000	0.6464	0.6613	-0.0149	
MZ22525245	MZ22522001	18	0.2111	0.3793	0.0470	0.2672	-0.2202	
MZ22513925	MZ22528221	10	0.1515	0.0765	-0.0589	0.1327	-0.1917	
MZ22524207	MZ22501944	48	0.2618	0.6899	0.9065	0.6186	0.2879	
MZ22509388	MZ22512420	23	0.9107	0.8980	1.0000	0.9049	0.0951	
MZ22531161	MZ22518433	1	-0.5000	0.8145	0.7943	0.6893	0.1049	
MZ22510134	MZ22529347	36	0.0455	0.0791	0.6310	0.0488	0.5822	
MZ22512966	MZ22512468	41	0.4104	0.1833	0.1022	0.2968	-0.1946	
MZ22520186	MZ22513512	14	0.9077	0.7518	0.7736	0.8038	-0.0301	
MZ22520448	MZ22505668	44	0.1499	0.0284	0.1913	0.0608	0.1305	
MZ22500618	MZ22528450	18	0.5907	-1.0000	0.6812	0.4316	0.2496	
MZ22509943	MZ22509161	7	0.4144	0.9645	0.9259	0.7811	0.1448	
MZ22520761	MZ22527204	24	0.8667	0.6927	1.0000	0.8087	0.1913	
MZ22517085	MZ22509677	8	0.9566	0.4123	0.4513	0.7026	-0.2513	
MZ22501659	MZ22524795	57	0.2103	0.1474	0.3613	0.2017	0.1596	
MZ22508325	MZ22500100	63	0.2656	0.5157	0.5636	0.4726	0.0910	
MZ22516836	MZ22522339	12	0.7715	0.8357	0.9252	0.8048	0.1204	
MZ22515599	MZ22526100	24	0.1944	0.4865	0.1836	0.2918	-0.1081	
MZ22521652	MZ22519122	1	0.8736	0.9909	0.9479	0.9503	-0.0023	
MZ22503787	MZ22526522	18	0.8802	0.7217	1.0000	0.8201	0.1799	
MZ22526676	MZ22526528	21	0.4947	0.3655	0.1058	0.4477	-0.3419	
MZ22529941	MZ22530482	2	-0.5000	-0.0502	-0.2606	-0.2751	0.0145	
MZ22507922	MZ22500211	131	0.2062	0.1690	0.5811	0.1790	0.4021	
MZ22509760	MZ22508477	37	0.5050	0.7782	0.3485	0.6416	-0.2931	
MZ22504259	MZ22505877	5	0.7542	0.7265	0.6293	0.7430	-0.1137	
MZ22528207	MZ22509097	2	0.2175	0.8108	0.5725	0.7317	-0.1592	
MZ22501066	MZ22513943	45	0.9214	0.9264	1.0000	0.9233	0.0767	
MZ22523885	MZ22526257	6	0.9346	0.5122	0.9002	0.8341	0.0662	
MZ22529018	MZ22500925	30	0.1148	0.4284	0.4463	0.3857	0.0607	
MZ22530616	MZ22524445	1	0.2309	0.7886	0.7694	0.7210	0.0483	
MZ22511892	MZ22521164	3	0.5110	0.8434	0.3425	0.7104	-0.3680	
MZ22526741	MZ22510894	21	-0.7337	0.0905	0.9048	-0.0665	0.9713	
MZ22515137	MZ22501674	60	0.2342	0.2676	1.0000	0.2633	0.7367	
MZ22525368	MZ22521892	11	0.6418	0.7568	0.4099	0.7021	-0.2921	
MZ22504786	MZ22505952	15	0.9165	0.9535	1.0000	0.9344	0.0656	
MZ22529267	MZ22516705	24	0.1594	0.1748	0.0806	0.1726	-0.0920	
MZ22505542	MZ22500126	9	0.0000	0.5929	0.4852	0.4818	0.0034	
MZ22524195	MZ22506122	52	0.1179	0.2915	0.3272	0.2613	0.0659	
MZ22521807	MZ22522852	1	0.8000	0.5616	0.7917	0.6609	0.1307	
MZ22521286	MZ22506793	15	0.9745	0.9704	1.0000	0.9722	0.0278	
MZ22525569	MZ22503085	15	0.9549	0.9631	0.9771	0.9592	0.0178	
MZ22504026	MZ22515624	17	0.7510	0.9487	0.9199	0.8498	0.0701	
MZ22518295	MZ22504394	5	0.8114	0.6371	0.6258	0.7146	-0.0888	
MZ22526220	MZ22520211	67	0.4935	-0.0289	0.2375	0.2323	0.0052	
MZ22511083	MZ22514283	23	-0.1000	-0.1716	-0.2310	-0.1379	-0.0931	
MZ22509403	MZ22501260	90	0.0131	0.0251	0.0865	0.0210	0.0656	
MZ22505457	MZ22507006	14	0.9882	0.8327	0.8308	0.9005	-0.0697	
MZ22521899	MZ22526718	1	0.1002	0.5935	0.0003	0.2852	-0.2849	
MZ22515487	MZ22523705	59	0.4306	0.6482	0.9643	0.5316	0.4327	
MZ22502870	MZ22510908	9	-0.0935	-0.4457	-0.2828	-0.2948	0.0119	
MZ22500173	MZ22530315	17	0.4377	-0.5000	0.3523	0.3440	0.0083	
MZ22501323	MZ22501272	32	0.4171	0.0848	0.3066	0.1452	0.1613	
MZ22511815	MZ22525192	20	-0.0718	0.2644	0.1455	0.2224	-0.0769	
MZ22519740	MZ22522143	3	0.8007	0.6121	0.6039	0.7289	-0.1250	
MZ22501154	MZ22515268	17	0.9005	0.9175	0.9635	0.9085	0.0550	
MZ22523089	MZ22527223	8	0.6445	0.3758	0.2765	0.5729	-0.2964	
MZ22505713	MZ22528623	58	0.1933	0.3518	0.8841	0.2026	0.6815	
MZ22515597	MZ22526929	54	-0.2366	0.4735	-0.0130	0.0001	-0.0131	
MZ22526237	MZ22504138	59	0.7270	0.5785	0.9769	0.6156	0.3613	
MZ22516770	MZ22513082	25	0.3623	0.2730	0.2938	0.3106	-0.0168	
MZ22528398	MZ22513282	4	-0.5000	-0.0628	0.0340	-0.1503	0.1843	
MZ22515108	MZ22506135	2	0.3206	0.9856	0.7747	0.7832	-0.0085	
MZ22512763	MZ22522406	6	0.9850	0.1270	0.7586	0.6596	0.0991	
MZ22522425	MZ22524547	16	0.9529	0.9265	1.0000	0.9415	0.0585	
MZ22517394	MZ22529938	6	0.0791	0.0944	0.1118	0.0852	0.0266	
MZ22513261	MZ22504608	111	-0.0576	-0.1262	-0.0907	-0.0844	-0.0063	
MZ22501439	MZ22514467	13	-0.0510	-0.0177	-0.0627	-0.0392	-0.0235	
MZ22522224	MZ22527643	31	0.0616	0.2657	0.9092	0.1126	0.7966	
MZ22526965	MZ22529174	4	0.5569	0.2320	0.4446	0.5027	-0.0581	
MZ22510356	MZ22507509	1	0.9915	0.9984	1.0000	0.9952	0.0048	
MZ22526136	MZ22513668	8	0.6957	0.7116	0.8512	0.7074	0.1438	
MZ22517583	MZ22528875	13	0.2680	0.8598	0.3071	0.3062	0.0009	
MZ22500276	MZ22529057	38	0.1410	-1.0000	0.0864	0.0324	0.0540	
MZ22521576	MZ22510227	48	0.7867	0.8833	1.0000	0.8467	0.1533	
MZ22503268	MZ22515248	2	0.0371	0.5000	0.0574	0.2024	-0.1450	
MZ22513696	MZ22511248	4	0.1373	0.8057	0.2211	0.4592	-0.2381	
MZ22524949	MZ22525260	5	0.8453	0.0593	0.4121	0.6095	-0.1974	
MZ22519357	MZ22507686	4	-0.2595	0.9125	0.5343	0.6683	-0.1341	
MZ22511256	MZ22512130	218	0.0019	0.0943	0.3268	0.0481	0.2787	
MZ22528903	MZ22506528	38	0.0519	0.0670	0.9724	0.0655	0.9068	
MZ22500311	MZ22510322	54	0.0891	0.0994	0.9948	0.0906	0.9043	
MZ22530713	MZ22501043	27	0.1478	0.3245	0.2027	0.3068	-0.1041	
MZ22518612	MZ22503849	24	0.6746	0.0841	0.2955	0.1883	0.1072	
MZ22502015	MZ22503852	1	0.1123	0.2174	-0.3980	0.1664	-0.5644	
MZ22510333	MZ22529759	10	0.6865	-1.0000	0.9474	0.5089	0.4384	
MZ22523394	MZ22527770	8	0.0444	-0.3997	0.0056	-0.1036	0.1092	
MZ22525005	MZ22523675	1	0.1491	0.2000	0.2879	0.1650	0.1229	
MZ22507494	MZ22523509	19	0.7657	0.6802	0.9600	0.7417	0.2183	
MZ22512668	MZ22509377	18	0.9371	0.8473	0.9603	0.8935	0.0668	
MZ22530232	MZ22507581	3	0.7188	0.2422	0.8571	0.3783	0.4788	
MZ22516930	MZ22522088	25	0.8397	0.3056	0.5164	0.6060	-0.0896	
MZ22526147	MZ22521793	3	0.8221	0.9666	0.9382	0.9403	-0.0021	
MZ22508885	MZ22513158	5	0.9885	0.3089	0.4603	0.6700	-0.2097	
MZ22511646	MZ22527237	4	0.5235	0.1016	0.1914	0.4084	-0.2170	
MZ22530373	MZ22508907	14	-1.0000	0.6263	1.0000	0.4637	0.5363	
MZ22530634	MZ22512370	22	0.4652	0.6944	1.0000	0.6714	0.3286	
MZ22523846	MZ22500710	40	-0.0568	0.1902	0.0740	0.1605	-0.0865	
MZ22529267	MZ22515563	1	0.1594	0.6969	0.5365	0.6457	-0.1093	
MZ22509827	MZ22512111	13	0.9161	0.9708	0.9352	0.9427	-0.0075	
MZ22516481	MZ22512731	1	0.0744	-0.5000	0.0111	0.0026	0.0085	
MZ22502263	MZ22504040	12	0.2153	0.9276	0.2429	0.2890	-0.0461	
MZ22528377	MZ22502577	48	0.1744	0.0430	0.9483	0.0531	0.8952	
MZ22516902	MZ22505974	47	0.7684	0.6038	0.8006	0.6526	0.1480	
MZ22530315	MZ22512664	4	-0.5000	0.0808	-0.0991	-0.0354	-0.0637	
MZ22528828	MZ22505589	38	0.0700	0.0129	1.0000	0.0183	0.9817	
MZ22501461	MZ22530660	9	0.6499	-0.5000	0.5777	0.5349	0.0427	
MZ22530886	MZ22515689	1	-0.5000	-0.1542	-0.2929	-0.2407	-0.0522	
MZ22502575	MZ22502245	1	0.9990	0.9990	1.0000	0.9990	0.0010	
MZ22527482	MZ22525111	19	-0.1465	-0.0147	-0.2071	-0.0889	-0.1182	
MZ22527562	MZ22512028	4	0.9548	0.9834	0.9769	0.9762	0.0006	
MZ22500756	MZ22500927	53	0.0684	0.1198	-0.2129	0.0908	-0.3038	
MZ22511334	MZ22526641	14	0.5918	-0.1410	0.2234	0.4086	-0.1852	
MZ22524916	MZ22521046	31	0.2860	0.1894	0.5425	0.2266	0.3159	
MZ22528670	MZ22528399	8	0.1529	0.1100	-0.0145	0.1243	-0.1388	
MZ22504169	MZ22528797	4	0.6354	0.0039	0.4758	0.5723	-0.0965	
MZ22525682	MZ22511671	17	0.7820	0.9592	0.9375	0.8872	0.0503	
MZ22501933	MZ22517327	43	0.2450	0.4663	0.5609	0.3070	0.2539	
MZ22515000	MZ22527842	54	0.2761	0.2955	0.4588	0.2789	0.1799	
MZ22507088	MZ22507450	299	0.2307	0.3251	0.1584	0.2779	-0.1195	
MZ22500923	MZ22528612	6	-0.3204	-0.2148	-0.4235	-0.3023	-0.1213	
MZ22528104	MZ22500080	41	-1.0000	0.3403	0.4613	0.2287	0.2326	
MZ22511009	MZ22524278	61	0.3404	0.2696	0.9044	0.3269	0.5775	
MZ22529020	MZ22503332	36	0.0416	0.0568	0.1449	0.0553	0.0896	
MZ22514656	MZ22516214	8	0.9748	-0.1265	0.5382	0.5815	-0.0433	
MZ22504397	MZ22500811	102	0.0014	0.0548	0.0163	0.0409	-0.0245	
MZ22525895	MZ22525350	1	-0.2709	0.1018	-0.0681	-0.1778	0.1096	
MZ22525488	MZ22518301	9	0.4000	0.9278	0.7576	0.6879	0.0697	
MZ22510478	MZ22526072	5	0.1567	-0.2000	0.2101	0.0576	0.1525	
MZ22505495	MZ22505072	26	0.9710	0.9724	1.0000	0.9717	0.0283	
MZ22500144	MZ22507242	214	0.0656	0.1757	-0.0273	0.0971	-0.1244	
MZ22528309	MZ22519675	15	-0.2254	0.0662	-0.0533	0.0079	-0.0612	
MZ22511062	MZ22508173	1	0.9980	0.6875	0.9118	0.8519	0.0599	
MZ22517719	MZ22529748	34	0.0769	0.0960	0.9607	0.0789	0.8817	
MZ22506585	MZ22501500	28	0.9145	0.8349	0.9614	0.8708	0.0905	
MZ22524483	MZ22514035	39	0.4977	0.2159	-0.0045	0.3233	-0.3277	
MZ22512887	MZ22528209	8	0.1579	0.1021	0.0251	0.1393	-0.1143	
MZ22526929	MZ22523329	42	0.4735	-0.0018	-0.0759	0.2176	-0.2935	
MZ22512789	MZ22524955	2	-0.0085	0.3238	0.2740	0.2574	0.0166	
MZ22522073	MZ22515097	26	-0.5327	0.1681	0.3695	0.0513	0.3182	
MZ22520489	MZ22520230	71	0.8187	0.6001	0.6477	0.6804	-0.0327	
MZ22528374	MZ22513178	7	0.5874	0.5017	0.4576	0.5067	-0.0491	
MZ22513910	MZ22505608	4	0.9893	0.8446	0.9432	0.9034	0.0398	
MZ22513691	MZ22525180	26	0.0547	-0.0455	0.2948	0.0280	0.2669	
MZ22519883	MZ22519722	15	0.1596	0.4009	0.9185	0.1898	0.7287	
MZ22507869	MZ22511871	2	0.8456	0.8538	0.7940	0.8498	-0.0558	
MZ22505461	MZ22530277	2	0.1906	0.9793	0.1880	0.2695	-0.0815	
MZ22503208	MZ22521325	119	0.4107	0.4573	1.0000	0.4237	0.5763	
MZ22519429	MZ22523441	5	0.9459	0.4765	0.7279	0.7373	-0.0094	
MZ22506162	MZ22502179	42	0.8769	0.8109	0.9692	0.8398	0.1294	
MZ22511178	MZ22519775	61	0.7714	0.2188	0.9630	0.5872	0.3757	
MZ22505186	MZ22504443	3	0.9891	0.9846	0.9961	0.9875	0.0086	
MZ22525322	MZ22525612	1	0.9175	-0.0869	0.5288	0.5979	-0.0691	
MZ22500611	MZ22500135	86	0.1177	0.2085	-0.3548	0.1643	-0.5192	
MZ22503309	MZ22523186	49	0.1932	0.2412	1.0000	0.1998	0.8002	
MZ22522042	MZ22525841	42	0.3538	0.2917	0.8772	0.3428	0.5344	
MZ22506247	MZ22521087	48	0.0715	0.2219	0.6910	0.0953	0.5957	
MZ22525947	MZ22530639	7	0.5801	-0.3333	0.3485	0.3061	0.0424	
MZ22507914	MZ22525229	39	0.6742	0.1675	0.9500	0.5728	0.3772	
MZ22508514	MZ22523070	8	0.3253	-0.5003	-0.3026	-0.1465	-0.1561	
MZ22528231	MZ22500142	40	0.0966	0.0845	0.1168	0.0856	0.0312	
MZ22526780	MZ22512089	9	-0.2817	0.8532	0.6225	0.6911	-0.0685	
MZ22525398	MZ22500648	31	0.6561	0.8266	0.5563	0.7056	-0.1493	
MZ22510165	MZ22505134	1	0.9832	0.9926	1.0000	0.9882	0.0118	
MZ22514774	MZ22515669	14	0.9773	0.9777	1.0000	0.9775	0.0225	
MZ22513632	MZ22508739	25	-0.0924	0.3217	-0.0711	0.0851	-0.1562	
MZ22518633	MZ22529129	1	-0.5000	-0.5000	-0.1239	-0.5000	0.3761	
MZ22519827	MZ22527915	4	-0.0152	0.0905	-0.3425	0.0071	-0.3496	
MZ22515877	MZ22530499	13	0.6543	-0.5000	0.7547	0.5004	0.2544	
MZ22528799	MZ22528029	3	-1.0000	-0.3330	-0.4583	-0.6665	0.2082	
MZ22528927	MZ22500605	20	-1.0000	0.6470	1.0000	0.4973	0.5027	
MZ22515563	MZ22527730	13	0.6969	0.3039	0.5766	0.6026	-0.0260	
MZ22525136	MZ22523415	16	0.9456	0.9172	0.9564	0.9298	0.0266	
MZ22514360	MZ22512444	18	0.0954	0.6006	0.6019	0.4451	0.1568	
MZ22527397	MZ22501991	4	0.4516	0.4202	0.1138	0.4270	-0.3133	
MZ22528896	MZ22512711	2	0.3055	0.7218	0.5609	0.6780	-0.1171	
MZ22529558	MZ22512512	35	0.1582	0.1316	0.9852	0.1342	0.8510	
MZ22528827	MZ22522962	6	-0.4373	0.6768	0.2723	0.3983	-0.1260	
MZ22531075	MZ22526415	1	-0.5000	0.6000	0.4261	0.4167	0.0094	
MZ22522472	MZ22520496	2	0.4242	0.8602	0.4412	0.7275	-0.2863	
MZ22509697	MZ22514284	17	0.9366	0.9593	1.0000	0.9476	0.0524	
MZ22523039	MZ22504608	3	-0.3333	-0.1262	-0.1818	-0.1780	-0.0038	
MZ22528240	MZ22516777	3	0.9491	0.8218	1.0000	0.8339	0.1661	
MZ22505794	MZ22513989	17	0.9494	0.9615	1.0000	0.9553	0.0447	
MZ22529739	MZ22527956	2	-0.5000	0.1154	-0.2184	-0.1923	-0.0261	
MZ22503183	MZ22509618	1	0.8695	0.9397	0.8347	0.8973	-0.0626	
MZ22502950	MZ22504018	4	0.5491	0.9398	0.6153	0.7553	-0.1400	
MZ22519244	MZ22502915	29	0.6731	0.7545	0.9703	0.7371	0.2332	
MZ22527713	MZ22516538	13	0.1501	0.7663	0.9500	0.6739	0.2761	
MZ22528679	MZ22500003	8	-0.5000	0.2282	0.0960	0.1515	-0.0556	
MZ22520474	MZ22500469	2	-0.3333	0.5976	0.6778	0.5178	0.1600	
MZ22521635	MZ22510301	2	0.4444	-0.0306	0.1756	0.1010	0.0746	
MZ22518949	MZ22509202	89	0.3318	0.1140	1.0000	0.1775	0.8225	
MZ22500060	MZ22504381	130	0.2134	0.1202	0.0785	0.1847	-0.1063	
MZ22523848	MZ22508488	23	-0.2650	0.6106	0.3659	0.4583	-0.0925	
MZ22517383	MZ22526856	30	0.2391	0.8173	0.8015	0.5020	0.2996	
MZ22517173	MZ22523896	85	0.4733	0.5130	0.9653	0.4823	0.4830	
MZ22528265	MZ22502275	21	-1.0000	0.3593	1.0000	0.2411	0.7589	
MZ22515491	MZ22505203	1	0.5323	0.9966	0.8292	0.7711	0.0582	
MZ22505727	MZ22516564	69	0.6634	0.0644	0.3326	0.4981	-0.1655	
MZ22509311	MZ22522860	13	0.9604	0.6832	0.6986	0.8442	-0.1456	
MZ22511815	MZ22511180	32	-0.0718	0.0149	0.3399	0.0053	0.3346	
MZ22501199	MZ22528152	38	0.0197	0.0783	0.9808	0.0252	0.9556	
MZ22516364	MZ22521259	53	0.7797	0.8196	0.7552	0.7973	-0.0421	
MZ22500677	MZ22510060	72	0.0911	0.1117	0.4510	0.0949	0.3561	
MZ22529174	MZ22506526	36	0.2320	0.3631	0.9284	0.3500	0.5784	
MZ22528653	MZ22501039	34	-0.3109	0.2390	1.0000	0.1840	0.8160	
MZ22521322	MZ22514964	14	0.9646	0.9501	0.9843	0.9563	0.0280	
MZ22512983	MZ22521989	45	0.4725	0.6081	0.9798	0.5629	0.4168	
MZ22521268	MZ22507054	2	-0.0248	0.2655	-0.0072	0.2240	-0.2312	
MZ22522781	MZ22513656	8	0.9391	0.9698	1.0000	0.9558	0.0442	
MZ22529141	MZ22517414	1	-0.5000	0.5994	0.5446	0.4836	0.0609	
MZ22503148	MZ22510369	23	-0.3746	-0.0455	-0.4155	-0.1936	-0.2219	
MZ22516420	MZ22520203	10	-0.3963	0.4743	-0.1516	-0.1351	-0.0165	
MZ22515980	MZ22526780	20	0.5732	-0.2817	0.7953	0.4307	0.3646	
MZ22507638	MZ22500163	137	0.2992	0.1148	0.2365	0.1593	0.0772	
MZ22507869	MZ22516793	19	0.8456	0.7587	0.9323	0.8202	0.1121	
MZ22528564	MZ22510472	36	0.1396	0.1999	1.0000	0.1939	0.8061	
MZ22500722	MZ22514324	4	0.5430	0.0000	0.9048	0.4396	0.4652	
MZ22510865	MZ22504659	30	0.9069	0.8226	1.0000	0.8609	0.1391	
MZ22516133	MZ22515763	31	0.3272	0.3312	0.0860	0.3286	-0.2425	
MZ22527088	MZ22518849	60	0.4368	0.3808	0.9297	0.3920	0.5377	
MZ22528611	MZ22508375	34	0.1361	0.1371	1.0000	0.1370	0.8630	
MZ22529059	MZ22505542	2	0.4929	0.0000	0.1064	0.1232	-0.0169	
MZ22526790	MZ22523853	2	0.4397	0.7909	0.7895	0.7169	0.0726	
MZ22505034	MZ22517285	35	0.2102	0.1679	0.8041	0.2010	0.6032	
MZ22500024	MZ22528863	38	0.1501	0.1932	0.5648	0.1542	0.4105	
MZ22516759	MZ22517054	1	0.1048	0.5306	0.3044	0.2822	0.0222	
MZ22527350	MZ22514255	2	-0.3333	0.2621	0.4195	0.1770	0.2425	
MZ22507850	MZ22528601	28	0.3977	0.4963	1.0000	0.4076	0.5924	
MZ22521610	MZ22508066	41	0.1858	-0.0418	0.8858	-0.0059	0.8917	
MZ22528792	MZ22508759	34	0.1776	0.2189	1.0000	0.2145	0.7855	
MZ22502842	MZ22516633	23	0.9205	0.8153	0.9688	0.8777	0.0910	
MZ22502156	MZ22504100	68	0.0968	0.1319	0.2632	0.1035	0.1597	
MZ22518345	MZ22530661	4	0.3256	-0.1275	-0.1113	0.1443	-0.2556	
MZ22512797	MZ22525905	30	0.3243	-1.0000	1.0000	0.1849	0.8151	
MZ22530456	MZ22501173	17	-0.5000	0.1504	0.0955	0.0884	0.0071	
MZ22517038	MZ22509079	15	0.3176	0.6944	0.9302	0.6316	0.2985	
MZ22504709	MZ22521493	46	0.4357	0.1575	0.9583	0.3894	0.5690	
MZ22522686	MZ22526297	12	0.5955	0.7018	0.3868	0.6487	-0.2619	
MZ22518537	MZ22525800	16	0.5780	0.6059	0.9130	0.5853	0.3277	
MZ22513688	MZ22513067	53	0.6914	0.3521	0.8192	0.4778	0.3414	
MZ22512891	MZ22519999	13	-0.0731	0.8953	0.5559	0.6006	-0.0447	
MZ22524981	MZ22521857	16	0.9637	0.9584	0.9950	0.9610	0.0340	
MZ22528468	MZ22500038	36	0.1047	0.0160	-0.0018	0.0248	-0.0266	
MZ22509864	MZ22517306	77	0.0551	0.4936	0.3343	0.1603	0.1740	
MZ22510210	MZ22514305	13	0.9545	0.8994	0.9706	0.9286	0.0420	
MZ22528642	MZ22525645	2	0.1044	0.6756	0.4485	0.5940	-0.1455	
MZ22502797	MZ22515098	47	-0.1241	0.2810	0.5142	0.0665	0.4476	
MZ22518205	MZ22505445	3	0.4051	0.2564	0.4726	0.3060	0.1667	
MZ22517024	MZ22513282	6	0.2574	-0.0628	0.0030	0.0439	-0.0409	
MZ22530077	MZ22525200	3	-1.0000	0.1741	0.0781	-0.2173	0.2954	
MZ22529706	MZ22504358	32	-1.0000	0.4096	0.8512	0.2754	0.5758	
MZ22525348	MZ22514720	1	0.7896	0.9894	0.7863	0.9279	-0.1417	
MZ22530956	MZ22522837	2	-0.5000	0.1967	0.6250	0.0225	0.6025	
MZ22507147	MZ22522511	161	0.5325	0.4417	1.0000	0.5033	0.4967	
MZ22503925	MZ22504108	2	0.7130	0.8840	0.7627	0.8033	-0.0405	
MZ22509115	MZ22507638	39	-0.1102	0.2992	0.0616	0.0945	-0.0329	
MZ22506519	MZ22510649	2	0.9967	0.8447	0.9444	0.9207	0.0238	
MZ22527356	MZ22506528	15	0.9714	0.0670	0.2174	0.4660	-0.2486	
MZ22518682	MZ22502834	2	0.3599	0.9730	0.5305	0.7025	-0.1720	
MZ22500060	MZ22525535	9	0.2134	0.6301	0.0589	0.3040	-0.2452	
MZ22522916	MZ22504263	26	0.9433	0.5387	0.5778	0.6981	-0.1203	
